Record_ID,Year,State,District,Crop,Season,Area_Hectares,Annual_Rainfall_mm,Avg_Temperature_C,Humidity_Percent,Soil_N_kg_per_ha,Soil_P_kg_per_ha,Soil_K_kg_per_ha,Soil_pH,Fertilizer_Usage_kg_per_ha,Pesticide_Usage_kg_per_ha,Yield_tonnes_per_ha
REC_2013_009705,2013,Maharashtra,Pune,Millets,Kharif,1956.48,752.2,29.35,46.7,284.63,43.87,207.28,8.05,167.46,2.68,1.564
REC_2019_009706,2019,Madhya Pradesh,Jabalpur,Rice,Rabi,250.96,1223.41,23.72,56.82,190.47,27.14,149.21,6.73,117.47,0.86,2.649
REC_2019_009707,2019,Maharashtra,Aurangabad,Maize,Kharif,874.43,1016.27,27.32,71.4,196.05,31.74,258.08,7.23,148.35,1.76,2.845
REC_2022_009708,2022,Madhya Pradesh,Ujjain,Wheat,Rabi,540.52,1115.24,24.66,68.65,225.71,46.07,193.85,7.18,116.26,2.72,3.755
REC_2024_009709,2024,Maharashtra,Solapur,Sugarcane,Rabi,1071.22,1362.51,29.93,62.49,197.72,30.66,175.69,6.86,129.23,1.77,67.388
REC_2012_009710,2012,Madhya Pradesh,Ujjain,Cotton,Rabi,1354.53,972.66,26.5,65.97,260.71,41.8,240.64,5.84,170.93,2.3,1.792
REC_2024_009711,2024,Karnataka,Mandya,Sugarcane,Rabi,1374.59,1277.99,25.51,64.79,280.82,71.61,209.77,6.8,161.71,2.89,146.854
REC_2024_009712,2024,Gujarat,Rajkot,Millets,Zaid,1240.25,992.2,25.04,45.19,332.4,40.88,143.51,7.15,129.1,2.95,1.329
REC_2010_009713,2010,Uttar Pradesh,Lucknow,Pulses,Rabi,3651.72,719.54,24.31,72.99,268.36,54.3,155.5,6.67,131.9,1.29,1.224
REC_2024_009714,2024,Karnataka,Mysuru,Pulses,Rabi,1379.34,833.38,28.79,73.0,291.83,33.35,149.09,6.33,134.89,1.14,0.814
REC_2021_009715,2021,Uttar Pradesh,Lucknow,Rice,Whole Year,1085.49,1120.27,23.19,63.62,264.21,57.35,171.8,8.23,77.41,1.39,3.634
REC_2014_009716,2014,Gujarat,Ahmedabad,Pulses,Rabi,2373.32,799.62,31.03,60.97,207.54,57.31,236.99,6.02,119.45,3.19,0.686
REC_2015_009717,2015,Haryana,Rohtak,Wheat,Rabi,995.15,672.68,24.84,42.66,278.88,34.41,125.67,6.5,155.07,1.63,4.092
REC_2017_009718,2017,Maharashtra,Solapur,Cotton,Whole Year,1627.33,1060.01,25.91,58.9,199.05,42.39,192.75,6.89,113.07,2.82,1.964
REC_2023_009719,2023,Tamil Nadu,Tiruchirappalli,Sugarcane,Whole Year,305.54,1209.96,25.87,71.91,183.22,33.35,186.46,5.56,221.24,1.19,53.635
REC_2010_009720,2010,Punjab,Amritsar,Cotton,Rabi,1401.66,538.7,23.22,62.33,116.12,23.46,185.36,6.15,173.25,1.78,0.802
REC_2014_009721,2014,Andhra Pradesh,Visakhapatnam,Sugarcane,Whole Year,358.92,1143.93,28.29,73.01,278.21,35.96,188.95,6.72,159.82,2.69,108.791
REC_2022_009722,2022,Uttar Pradesh,Lucknow,Wheat,Rabi,1484.75,1301.9,25.14,64.98,147.68,41.64,127.66,6.68,133.04,3.03,2.508
REC_2018_009723,2018,Tamil Nadu,Coimbatore,Wheat,Rabi,708.82,791.59,22.78,67.01,299.18,40.4,201.89,7.42,201.0,3.8,5.173
REC_2014_009724,2014,Uttar Pradesh,Meerut,Wheat,Rabi,545.64,834.4,23.35,55.71,177.2,43.12,61.19,7.14,77.67,2.63,2.982
REC_2024_009725,2024,Andhra Pradesh,Krishna,Groundnut,Kharif,1070.16,742.64,24.44,59.95,326.5,17.65,223.26,7.06,173.18,1.64,2.101
REC_2013_009726,2013,Uttar Pradesh,Varanasi,Maize,Kharif,189.84,1067.33,30.83,57.89,158.63,53.1,161.41,7.28,107.29,1.24,2.494
REC_2014_009727,2014,Haryana,Rohtak,Groundnut,Kharif,136.06,533.3,26.29,47.71,246.53,29.82,134.85,8.16,192.44,2.93,1.876
REC_2023_009728,2023,West Bengal,Nadia,Maize,Kharif,697.73,1858.96,24.93,69.05,288.93,42.0,170.1,6.6,121.07,2.09,3.373
REC_2016_009729,2016,Karnataka,Belagavi,Sugarcane,Whole Year,373.28,957.28,26.17,70.04,295.95,34.17,159.25,7.95,145.71,1.35,84.998
REC_2020_009730,2020,Madhya Pradesh,Indore,Wheat,Whole Year,288.86,885.13,27.73,60.5,189.51,30.51,210.42,6.8,166.7,4.05,3.966
REC_2021_009731,2021,Tamil Nadu,Coimbatore,Rice,Whole Year,2232.01,841.48,25.68,78.59,129.41,9.45,211.88,7.56,156.56,2.32,2.129
REC_2011_009732,2011,Gujarat,Vadodara,Groundnut,Kharif,1978.19,1126.05,30.82,49.77,184.5,24.55,241.67,6.86,109.01,3.49,1.79
REC_2012_009733,2012,Maharashtra,Nashik,Cotton,Kharif,2441.04,1021.62,26.54,63.67,177.55,39.02,174.32,7.02,202.81,2.61,2.257
REC_2023_009734,2023,Punjab,Amritsar,Pulses,Rabi,1956.33,627.58,17.57,80.75,321.13,16.87,122.92,6.65,112.46,1.75,0.488
REC_2018_009735,2018,Gujarat,Rajkot,Wheat,Rabi,259.38,1180.36,30.89,68.61,212.65,29.04,183.89,7.07,155.61,3.29,2.843
REC_2011_009736,2011,Punjab,Bathinda,Groundnut,Kharif,2729.51,381.91,27.96,66.55,260.71,34.68,203.15,6.43,117.58,1.49,2.382
REC_2012_009737,2012,Uttar Pradesh,Meerut,Pulses,Rabi,324.42,1030.07,,56.68,271.07,16.49,250.09,7.08,169.47,1.4,0.691
REC_2013_009738,2013,Andhra Pradesh,Chittoor,Cotton,Kharif,709.2,781.28,28.47,66.88,303.28,48.72,181.13,6.4,161.18,1.04,2.161
REC_2021_009739,2021,Madhya Pradesh,Indore,Cotton,Kharif,914.2,1124.25,26.61,56.06,191.94,42.17,249.34,6.6,119.04,0.45,1.388
REC_2021_009740,2021,Karnataka,Mysuru,Cotton,Whole Year,1480.85,974.06,25.91,69.13,359.77,25.22,151.28,6.47,132.25,2.49,1.66
REC_2010_009741,2010,Karnataka,Belagavi,Sugarcane,Whole Year,1792.34,1212.74,23.07,72.58,236.01,37.7,162.63,6.13,194.21,2.76,48.02
REC_2011_009742,2011,Gujarat,Surat,Groundnut,Kharif,191.13,838.3,31.38,55.53,236.49,8.0,132.24,7.53,110.77,2.31,0.957
REC_2021_009743,2021,West Bengal,Murshidabad,Wheat,Rabi,2011.91,1463.41,26.33,73.74,335.13,54.28,115.52,7.77,96.63,2.12,2.572
REC_2017_009744,2017,Uttar Pradesh,Lucknow,Cotton,Kharif,115.04,1193.03,27.2,61.81,301.22,27.38,100.68,7.05,124.66,1.99,1.266
REC_2018_009745,2018,Madhya Pradesh,Gwalior,Wheat,Rabi,395.79,1140.37,25.66,60.25,222.67,29.16,184.17,7.13,102.83,3.5,3.076
REC_2010_009746,2010,Uttar Pradesh,Gorakhpur,Groundnut,Kharif,3789.67,858.76,23.33,74.59,283.2,25.51,236.31,6.01,122.76,2.52,2.117
REC_2010_009747,2010,Haryana,Hisar,Millets,Kharif,137.76,499.35,30.01,66.9,365.09,8.0,166.3,6.68,102.57,0.3,1.049
REC_2012_009748,2012,Madhya Pradesh,Ujjain,Millets,Kharif,106.39,920.72,23.13,61.32,253.14,51.06,159.86,6.34,135.14,0.1,0.997
REC_2014_009749,2014,Madhya Pradesh,Indore,Sugarcane,Rabi,1676.05,950.77,28.04,54.88,152.53,57.03,197.52,7.96,178.53,1.26,77.331
REC_2010_009750,2010,Haryana,Rohtak,Sugarcane,Rabi,196.31,576.34,18.0,46.07,215.64,40.52,195.83,6.55,52.85,2.22,21.236
REC_2024_009751,2024,Madhya Pradesh,Ujjain,Groundnut,Kharif,490.61,1097.05,30.29,47.3,183.14,49.39,186.59,6.97,187.89,2.04,1.976
REC_2015_009752,2015,Haryana,Karnal,Maize,Kharif,2091.0,674.77,27.92,59.73,315.94,58.34,180.11,6.46,161.56,2.04,4.964
REC_2023_009753,2023,Punjab,Patiala,Rice,Kharif,4394.15,822.73,20.9,53.71,186.64,28.09,258.26,6.94,178.64,3.28,4.312
REC_2014_009754,2014,Madhya Pradesh,Jabalpur,Maize,Kharif,155.9,1016.27,22.05,59.64,267.39,39.11,223.2,6.82,109.34,2.61,3.664
REC_2015_009755,2015,Madhya Pradesh,Bhopal,Sugarcane,Whole Year,215.44,1209.73,30.95,58.18,202.8,42.58,207.13,7.29,216.35,3.09,118.176
REC_2021_009756,2021,Haryana,Karnal,Pulses,Kharif,1204.42,729.0,,57.58,286.3,36.92,199.26,6.94,151.76,2.07,1.177
REC_2017_009757,2017,Gujarat,Junagadh,Maize,Kharif,1433.18,1022.41,29.37,48.5,305.09,57.71,271.27,6.91,105.51,1.51,4.288
REC_2014_009758,2014,Punjab,Patiala,Pulses,Whole Year,715.78,669.08,22.64,59.34,184.22,30.73,221.99,6.88,73.33,3.64,1.043
REC_2017_009759,2017,Karnataka,Mysuru,Millets,Kharif,3959.66,1124.85,25.16,69.7,305.09,55.59,152.7,7.4,181.14,2.27,1.377
REC_2020_009760,2020,Andhra Pradesh,Chittoor,Maize,Whole Year,1778.13,1106.68,26.53,61.37,202.32,31.74,195.58,9.0,138.31,3.04,3.085
REC_2021_009761,2021,Haryana,Hisar,Sugarcane,Whole Year,1123.76,523.08,23.51,48.22,311.6,44.41,100.08,8.01,183.89,1.43,48.607
REC_2023_009762,2023,Gujarat,Surat,Sugarcane,Whole Year,326.04,906.06,33.73,61.16,224.16,27.83,178.11,6.47,151.08,2.02,60.935
REC_2014_009763,2014,Andhra Pradesh,Krishna,Millets,Kharif,1474.92,1038.15,20.93,60.27,179.52,50.57,149.59,6.3,131.76,1.97,0.536
REC_2021_009764,2021,Karnataka,Mysuru,Cotton,Kharif,1073.31,1327.01,28.29,63.44,214.21,25.42,132.65,7.31,147.18,2.4,1.369
REC_2023_009765,2023,Tamil Nadu,Coimbatore,Maize,Kharif,3186.72,779.05,29.26,65.48,206.07,18.0,193.86,7.16,125.72,1.57,2.049
REC_2021_009766,2021,Andhra Pradesh,Guntur,Groundnut,Kharif,2115.11,1086.16,23.23,59.44,234.31,41.87,245.04,6.54,122.8,2.51,2.046
REC_2018_009767,2018,West Bengal,Midnapore,Cotton,Kharif,865.74,,21.3,83.98,251.44,30.45,133.56,7.23,86.94,0.97,0.792
REC_2020_009768,2020,Tamil Nadu,Thanjavur,Maize,Kharif,758.91,1083.14,31.13,71.91,201.47,29.57,279.61,6.14,147.96,2.21,2.954
REC_2010_009769,2010,Haryana,Hisar,Pulses,Zaid,1105.65,859.51,29.55,64.52,248.75,36.41,193.02,6.1,170.34,2.72,0.838
REC_2019_009770,2019,West Bengal,Midnapore,Sugarcane,Kharif,3669.42,1393.9,26.0,80.45,302.24,13.6,135.48,6.1,101.23,1.51,43.814
REC_2017_009771,2017,Maharashtra,Nashik,Wheat,Rabi,2471.17,1276.72,27.45,68.73,288.1,41.78,129.79,5.89,118.97,2.65,0.611
REC_2022_009772,2022,Uttar Pradesh,Meerut,Pulses,Rabi,3038.77,1161.28,27.2,77.01,136.77,28.86,198.22,5.88,130.99,1.62,0.326
REC_2013_009773,2013,Tamil Nadu,Tiruchirappalli,Maize,Kharif,312.35,1151.52,26.67,61.72,246.52,27.74,186.64,7.14,102.56,3.75,3.873
REC_2016_009774,2016,West Bengal,Nadia,Maize,Whole Year,264.82,1841.77,27.73,87.11,397.0,26.62,164.31,6.17,159.45,1.85,3.396
REC_2012_009775,2012,Andhra Pradesh,Krishna,Rice,Kharif,1077.92,687.48,28.2,75.1,218.92,31.0,155.74,6.49,166.64,2.58,4.348
REC_2013_009776,2013,West Bengal,Murshidabad,Cotton,Rabi,209.26,1593.18,25.32,76.59,203.79,30.43,170.68,6.24,132.47,0.42,0.635
REC_2021_009777,2021,Gujarat,Surat,Wheat,Rabi,143.99,611.62,27.4,66.5,206.96,48.07,184.96,7.89,110.02,0.82,1.882
REC_2022_009778,2022,Madhya Pradesh,Bhopal,Wheat,Zaid,2265.01,1026.0,32.27,83.34,130.13,41.16,168.7,6.42,167.25,3.17,2.708
REC_2017_009779,2017,Punjab,Patiala,Pulses,Rabi,1217.53,546.2,,53.16,246.91,52.41,106.15,5.39,145.49,2.4,0.878
REC_2011_009780,2011,Andhra Pradesh,Chittoor,Rice,Zaid,676.24,803.76,30.74,78.69,158.35,43.43,265.67,7.23,193.81,3.83,4.699
REC_2022_009781,2022,Madhya Pradesh,Jabalpur,Rice,Kharif,1766.94,923.18,25.34,68.13,223.87,23.27,204.08,7.51,155.21,2.57,3.53
REC_2014_009782,2014,Karnataka,Dharwad,Wheat,Rabi,431.89,1398.02,29.88,54.91,191.83,29.09,214.4,7.09,181.62,2.8,2.337
REC_2011_009783,2011,Madhya Pradesh,Ujjain,Pulses,Rabi,1272.44,1186.9,31.97,82.54,249.42,42.9,262.15,6.73,146.17,2.48,0.756
REC_2023_009784,2023,Tamil Nadu,Tiruchirappalli,Pulses,Rabi,101.21,936.64,32.66,77.6,267.34,22.53,173.5,5.65,117.35,1.64,0.16
REC_2021_009785,2021,Karnataka,Ballari,Pulses,Whole Year,1862.75,1092.48,,73.35,190.25,33.4,117.15,6.51,113.26,1.78,0.497
REC_2013_009786,2013,Karnataka,Dharwad,Cotton,Kharif,2077.21,1227.37,22.73,77.04,305.54,28.35,175.45,7.05,95.88,1.91,1.269
REC_2017_009787,2017,Maharashtra,Nagpur,Millets,Whole Year,3184.95,1148.5,34.16,76.91,173.29,48.66,264.56,6.32,146.36,0.64,1.084
REC_2022_009788,2022,Uttar Pradesh,Agra,Wheat,Rabi,2400.11,978.75,26.88,75.01,211.74,33.52,219.51,6.79,143.6,1.56,2.585
REC_2013_009789,2013,Karnataka,Dharwad,Pulses,Rabi,374.0,1155.72,31.95,53.19,277.86,12.8,218.52,7.26,87.18,1.8,0.737
REC_2017_009790,2017,Karnataka,Ballari,Maize,Kharif,792.41,1036.31,28.73,72.12,208.31,59.34,224.77,6.55,237.39,2.31,5.373
REC_2018_009791,2018,Karnataka,Dharwad,Maize,Rabi,274.19,757.6,27.82,71.04,188.73,37.64,111.04,7.03,102.66,2.85,2.124
REC_2016_009792,2016,Gujarat,Ahmedabad,Millets,Kharif,3623.89,724.01,28.02,63.01,341.82,38.25,145.5,7.91,150.74,3.56,1.575
REC_2020_009793,2020,Punjab,Amritsar,Sugarcane,Whole Year,1272.94,618.26,22.41,58.22,327.71,50.67,198.91,7.07,122.36,1.77,79.82
REC_2016_009794,2016,Andhra Pradesh,Guntur,Groundnut,Kharif,1305.06,1087.07,28.56,74.48,229.61,29.39,202.45,6.61,150.08,2.56,2.05
REC_2023_009795,2023,Karnataka,Mandya,Pulses,Rabi,423.59,865.44,28.07,91.75,164.71,25.06,139.57,6.7,222.91,2.42,0.977
REC_2021_009796,2021,Haryana,Sirsa,Millets,Kharif,217.43,749.37,,56.87,257.46,33.86,245.28,6.61,148.76,4.33,1.423
REC_2011_009797,2011,Tamil Nadu,Madurai,Groundnut,Kharif,273.87,1109.83,31.52,74.61,301.55,46.84,195.33,6.4,137.37,1.44,1.875
REC_2017_009798,2017,Madhya Pradesh,Ujjain,Wheat,Rabi,2473.86,898.77,29.83,56.59,290.85,13.02,248.29,7.91,132.14,1.39,1.562
REC_2013_009799,2013,Madhya Pradesh,Jabalpur,Pulses,Rabi,1731.95,1067.53,24.17,71.59,126.98,45.47,103.72,7.59,152.0,0.89,0.756
REC_2015_009800,2015,Punjab,Amritsar,Sugarcane,Whole Year,925.71,252.81,21.13,49.88,180.9,52.25,227.3,7.87,92.33,1.96,32.775
REC_2012_009801,2012,Gujarat,Junagadh,Maize,Kharif,5893.56,606.01,28.11,55.82,238.67,59.08,168.38,6.65,107.47,2.05,4.625
REC_2021_009802,2021,Gujarat,Surat,Pulses,Zaid,1169.45,812.04,29.83,53.48,162.43,45.84,274.42,7.12,213.12,1.46,1.597
REC_2012_009803,2012,Madhya Pradesh,Indore,Millets,Kharif,569.46,724.85,26.27,54.8,257.04,45.94,271.26,6.68,141.82,1.71,1.626
REC_2019_009804,2019,Punjab,Amritsar,Maize,Kharif,269.13,597.3,27.51,55.37,285.46,35.5,206.05,6.94,92.16,1.47,2.747
REC_2019_009805,2019,Karnataka,Dharwad,Sugarcane,Whole Year,1305.78,887.92,28.01,64.48,225.79,41.59,256.84,6.44,171.84,2.73,107.711
REC_2024_009806,2024,West Bengal,Midnapore,Groundnut,Whole Year,240.59,1411.1,,90.82,178.89,54.37,151.65,7.52,151.22,1.4,1.117
REC_2016_009807,2016,Karnataka,Mysuru,Rice,Zaid,1181.32,1129.81,26.7,61.63,177.44,34.23,135.18,7.47,74.96,3.35,2.693
REC_2018_009808,2018,Tamil Nadu,Thanjavur,Groundnut,Kharif,751.4,763.17,24.43,67.88,244.19,52.61,146.34,6.14,155.73,3.64,2.592
REC_2023_009809,2023,Uttar Pradesh,Agra,Pulses,Kharif,287.23,979.49,20.04,71.84,259.15,44.58,185.16,7.07,159.01,3.65,1.27
REC_2011_009810,2011,Maharashtra,Aurangabad,Groundnut,Whole Year,518.03,1073.84,27.91,66.93,237.76,26.56,167.97,6.57,166.24,2.35,2.2
REC_2012_009811,2012,Haryana,Rohtak,Sugarcane,Whole Year,1201.73,564.63,24.82,52.31,282.09,31.57,177.49,8.0,49.95,1.75,43.91
REC_2020_009812,2020,Maharashtra,Aurangabad,Groundnut,Whole Year,555.77,1131.23,27.03,48.6,262.4,46.71,165.41,7.37,110.61,3.06,1.767
REC_2011_009813,2011,Andhra Pradesh,Chittoor,Sugarcane,Whole Year,224.7,1111.02,27.14,76.54,303.9,45.31,225.91,5.87,169.65,1.83,76.386
REC_2014_009814,2014,Andhra Pradesh,Kurnool,Maize,Whole Year,391.34,1014.21,26.35,74.6,340.4,38.99,178.86,6.2,160.38,3.59,4.79
REC_2019_009815,2019,Punjab,Ludhiana,Maize,Rabi,1747.7,476.39,29.92,52.78,282.5,37.11,200.36,7.07,142.97,2.64,3.305
REC_2011_009816,2011,Haryana,Rohtak,Millets,Kharif,1071.65,911.86,23.16,45.98,246.07,41.46,243.45,5.86,133.27,3.02,0.687
REC_2019_009817,2019,Madhya Pradesh,Ujjain,Maize,Kharif,1643.39,1341.85,30.21,68.68,319.73,26.85,140.33,7.07,107.43,3.05,2.763
REC_2011_009818,2011,Andhra Pradesh,Kurnool,Groundnut,Kharif,1786.18,1183.4,26.32,70.12,218.02,26.14,227.81,6.45,151.22,2.89,1.947
REC_2014_009819,2014,Gujarat,Junagadh,Maize,Kharif,1757.05,1243.24,30.08,78.3,220.65,46.4,158.63,6.04,159.2,2.07,3.557
REC_2020_009820,2020,Haryana,Ambala,Millets,Kharif,425.86,912.9,26.99,58.47,307.41,45.46,214.62,7.18,107.49,3.48,1.553
REC_2020_009821,2020,Maharashtra,Aurangabad,Pulses,Zaid,2807.43,1250.82,31.97,53.21,270.71,34.31,152.4,7.42,147.31,3.04,0.799
REC_2020_009822,2020,Gujarat,Surat,Sugarcane,Zaid,217.89,709.67,24.2,74.45,177.29,35.58,240.29,6.96,110.62,1.99,68.571
REC_2022_009823,2022,Gujarat,Rajkot,Millets,Kharif,1613.38,750.02,25.96,60.12,244.67,21.18,152.46,7.6,199.45,1.06,0.907
REC_2014_009824,2014,Karnataka,Dharwad,Groundnut,Zaid,708.93,1193.94,28.57,72.96,170.19,8.73,195.28,7.72,112.76,2.51,0.93
REC_2010_009825,2010,Andhra Pradesh,Krishna,Rice,Whole Year,3547.24,670.5,21.89,70.27,169.77,49.24,207.3,6.39,86.17,3.29,3.867
REC_2024_009826,2024,Gujarat,Surat,Cotton,Kharif,2097.31,1042.38,29.75,62.82,303.79,34.15,132.44,7.11,146.48,1.44,2.215
REC_2019_009827,2019,Punjab,Patiala,Rice,Kharif,3396.51,626.57,22.51,44.36,168.48,38.59,142.64,6.15,157.71,1.99,3.44
REC_2018_009828,2018,Punjab,Ludhiana,Wheat,Rabi,546.55,741.35,25.16,48.83,324.04,41.81,168.33,6.81,116.2,1.98,3.924
REC_2020_009829,2020,Tamil Nadu,Coimbatore,Groundnut,Kharif,5326.41,943.73,31.9,74.78,253.1,32.29,184.55,7.12,152.08,2.62,1.974
REC_2024_009830,2024,Tamil Nadu,Madurai,Rice,Kharif,1191.69,560.19,29.27,90.13,253.55,45.91,115.37,7.66,204.67,2.24,3.937
REC_2011_009831,2011,Madhya Pradesh,Bhopal,Maize,Zaid,453.88,889.13,37.58,50.38,198.05,30.39,248.07,6.46,144.37,3.28,3.991
REC_2022_009832,2022,Karnataka,Dharwad,Rice,Zaid,486.72,1263.08,27.86,63.92,257.69,14.64,223.98,6.5,130.9,1.81,3.85
REC_2012_009833,2012,Maharashtra,Solapur,Pulses,Rabi,2317.7,1152.73,30.13,53.18,240.1,27.18,194.34,6.78,151.85,3.04,0.623
REC_2021_009834,2021,Uttar Pradesh,Gorakhpur,Maize,Kharif,939.22,920.98,24.73,76.95,216.65,56.62,161.89,6.64,109.36,3.14,3.754
REC_2018_009835,2018,Uttar Pradesh,Meerut,Millets,Kharif,865.29,943.25,36.13,58.32,216.07,35.51,204.96,7.21,116.68,2.74,0.978
REC_2010_009836,2010,Andhra Pradesh,Visakhapatnam,Sugarcane,Whole Year,3346.1,417.8,26.4,68.51,276.76,43.92,153.05,,133.62,3.0,79.954
REC_2021_009837,2021,Haryana,Hisar,Wheat,Rabi,1860.66,936.08,28.65,40.6,217.21,26.16,183.48,7.5,110.67,0.95,1.804
REC_2017_009838,2017,Uttar Pradesh,Varanasi,Wheat,Rabi,283.75,743.54,19.93,69.43,199.61,31.39,180.39,6.73,146.43,2.93,4.423
REC_2012_009839,2012,Tamil Nadu,Coimbatore,Wheat,Rabi,2969.24,,33.79,81.64,280.3,31.17,208.15,6.81,118.11,1.65,1.293
REC_2018_009840,2018,Maharashtra,Solapur,Millets,Rabi,625.17,1063.33,36.27,72.93,280.03,52.61,185.25,7.47,107.69,3.4,1.417
REC_2017_009841,2017,Uttar Pradesh,Gorakhpur,Cotton,Kharif,116.71,994.33,25.48,62.87,232.93,46.07,220.99,6.71,130.99,2.23,1.917
REC_2014_009842,2014,Karnataka,Belagavi,Sugarcane,Zaid,299.38,1176.23,30.69,83.64,217.03,47.08,239.63,6.61,159.99,1.84,89.741
REC_2011_009843,2011,Maharashtra,Solapur,Rice,Kharif,4089.16,948.24,36.37,73.83,218.57,33.94,83.48,5.86,96.62,1.47,1.51
REC_2013_009844,2013,West Bengal,Midnapore,Millets,Kharif,1156.46,1443.89,27.89,75.12,206.19,28.66,219.6,5.92,195.82,3.27,0.795
REC_2013_009845,2013,Maharashtra,Aurangabad,Pulses,Rabi,3088.34,854.75,24.85,61.66,214.28,37.37,214.09,7.05,86.12,3.39,1.112
REC_2015_009846,2015,Haryana,Rohtak,Maize,Rabi,124.81,723.6,23.64,53.7,203.39,15.88,202.05,6.45,132.19,1.86,2.583
REC_2010_009847,2010,Punjab,Patiala,Millets,Kharif,647.35,469.69,15.57,74.33,258.35,42.28,205.6,6.1,121.61,4.64,0.884
REC_2010_009848,2010,West Bengal,Murshidabad,Cotton,Rabi,146.16,1656.79,26.81,88.26,193.19,35.04,152.38,7.55,166.19,1.47,1.33
REC_2018_009849,2018,Punjab,Patiala,Millets,Whole Year,280.03,706.21,25.89,56.89,354.97,40.17,208.72,6.7,121.03,2.73,1.566
REC_2023_009850,2023,Karnataka,Mysuru,Wheat,Rabi,993.1,908.51,27.7,80.0,223.49,19.59,236.39,6.39,141.74,2.52,3.209
REC_2010_009851,2010,Gujarat,Junagadh,Maize,Rabi,5805.12,740.41,23.11,55.17,260.37,37.39,238.05,6.38,165.4,1.61,4.359
REC_2017_009852,2017,Karnataka,Belagavi,Cotton,Kharif,1680.79,1086.77,27.47,68.42,231.63,29.13,154.47,6.14,113.61,1.62,1.315
REC_2024_009853,2024,Punjab,Amritsar,Sugarcane,Rabi,1066.04,711.32,26.96,60.48,237.01,27.93,142.93,8.02,147.39,1.81,57.2
REC_2023_009854,2023,Haryana,Sirsa,Sugarcane,Whole Year,4896.32,583.99,21.1,48.42,237.84,30.16,289.32,7.35,102.79,1.64,52.902
REC_2016_009855,2016,Uttar Pradesh,Lucknow,Cotton,Kharif,882.63,1256.54,26.55,65.59,172.62,34.39,91.92,7.06,99.51,1.38,1.099
REC_2017_009856,2017,Andhra Pradesh,Visakhapatnam,Rice,Kharif,609.29,1334.14,29.82,60.17,193.65,33.66,173.17,6.44,159.15,2.7,4.542
REC_2016_009857,2016,Madhya Pradesh,Jabalpur,Rice,Kharif,771.68,1198.73,27.43,62.43,257.2,30.14,275.29,7.32,80.85,1.22,3.604
REC_2017_009858,2017,Punjab,Bathinda,Cotton,Kharif,1733.49,533.83,26.42,50.42,223.28,58.85,161.55,7.81,120.67,0.1,1.446
REC_2023_009859,2023,Punjab,Patiala,Pulses,Rabi,401.69,654.73,26.73,55.6,196.25,56.54,194.65,7.54,162.04,2.26,1.351
REC_2024_009860,2024,Maharashtra,Nagpur,Millets,Kharif,615.2,1155.73,29.45,64.95,180.91,21.96,190.74,6.28,139.75,3.17,0.815
REC_2010_009861,2010,Tamil Nadu,Thanjavur,Rice,Kharif,1970.2,1186.76,30.96,76.53,279.92,23.28,223.02,6.96,148.32,3.04,4.605
REC_2019_009862,2019,Tamil Nadu,Salem,Pulses,Rabi,943.16,1192.28,27.23,78.77,202.58,34.9,220.58,5.87,164.64,2.63,0.653
REC_2013_009863,2013,Tamil Nadu,Madurai,Pulses,Rabi,127.7,1187.81,35.28,66.97,311.91,34.69,175.11,6.53,112.79,1.67,0.476
REC_2023_009864,2023,Madhya Pradesh,Gwalior,Groundnut,Kharif,642.12,1185.69,31.59,78.11,122.42,40.73,233.85,7.25,90.5,2.01,1.239
REC_2018_009865,2018,Haryana,Sirsa,Millets,Kharif,1902.27,553.2,28.29,61.43,162.07,30.87,241.54,7.16,148.26,3.2,1.442
REC_2015_009866,2015,Tamil Nadu,Salem,Maize,Whole Year,244.7,673.86,29.48,60.01,198.49,41.79,188.51,6.47,183.96,2.4,3.934
REC_2012_009867,2012,Uttar Pradesh,Varanasi,Pulses,Rabi,520.75,798.04,22.06,63.32,229.16,56.56,182.79,8.07,128.75,0.52,0.916
REC_2011_009868,2011,Madhya Pradesh,Bhopal,Pulses,Rabi,894.45,1509.79,24.86,67.18,205.27,29.07,205.51,6.05,170.28,1.95,0.735
REC_2015_009869,2015,Karnataka,Belagavi,Pulses,Whole Year,553.64,1036.8,26.61,70.62,256.31,47.19,188.81,7.13,159.11,3.09,1.265
REC_2013_009870,2013,Madhya Pradesh,Indore,Groundnut,Kharif,1332.65,861.98,27.51,62.75,335.65,33.12,156.4,7.17,139.87,2.78,2.137
REC_2022_009871,2022,Haryana,Ambala,Rice,Kharif,294.24,829.55,22.06,55.4,237.11,31.28,177.4,7.58,149.97,1.9,2.422
REC_2022_009872,2022,Andhra Pradesh,Krishna,Groundnut,Kharif,650.05,1485.82,30.88,70.64,322.05,26.19,169.78,6.51,72.19,1.45,1.332
REC_2021_009873,2021,Punjab,Amritsar,Millets,Kharif,175.77,712.44,26.6,59.97,166.99,40.59,142.57,6.42,160.83,2.55,0.76
REC_2012_009874,2012,Andhra Pradesh,Kurnool,Cotton,Kharif,2384.3,833.28,25.83,61.22,241.81,46.48,210.63,6.87,205.68,0.94,2.083
REC_2014_009875,2014,West Bengal,Burdwan,Maize,Kharif,857.79,1818.63,24.22,85.83,210.63,24.77,113.91,6.93,82.07,1.58,0.961
REC_2024_009876,2024,West Bengal,Hooghly,Cotton,Whole Year,773.9,1729.85,22.39,84.43,273.5,30.29,159.92,6.66,74.85,1.96,0.857
